name,address,lat,lon,hours,source,state,phone,website,facility_type,osm_id
Breaking Bread for Jesus Inc,"108 Astor Street, Wellford, SC, 29385",34.954232,-82.1104059,,osm,SC,,https://www.breakingbreadforjesus.com/,food_bank,way/781894398
Bayside Baptist Food Pantry,"3009 Chesapeake Beach Road, Chesapeake Beach, MD, 20732",38.6981548,-76.5521254,Sa 09:30-11:00,osm,MD,+1 410 257 0712,,food_bank,way/783377865
Ashland Community Food Bank,"560 Clover Lane, Ashland, OR, 97520",42.1835911,-122.6630466,,osm,OR,,https://ashlandcfb.org/,food_bank,way/791454099
CrossRoads Mission,"1006 2nd Street Southwest, Cedar Rapids, IA, 52404",41.9673085,-91.6690659,,osm,IA,+1-319-365-0707,http://crmide.com,food_bank,way/792950295
LifeBridge,,38.4101215,-82.3399581,,osm,,,,food_bank,way/795369279
Westside Cares,"2808 West Colorado Avenue, Colorado Springs, CO, 80904",38.8503925,-104.8672737,,osm,CO,,,food_bank,way/799011170
Amazing Grace Food Pantry,,41.5685006,-72.6550314,,osm,,,,food_bank,way/802379923
Frostburg Area Interfaith Food Pantry,"West Main Street, Frostburg, MD",39.6580687,-78.9293305,,osm,MD,+13016871728,,food_bank,way/802712263
Emlen Arms,"6733 Emlen Street, Philadelphia, PA, 19119",40.0495646,-75.1897096,Mo 11:00-16:00; We 11:00-16:00; Fr 11:00-16:00,osm,PA,+1 215-684-8285,,food_bank,way/804438650
FDPIR Food Distribution Program,"362 NM 503, Nambe, NM, 87506",35.9112427,-105.9697893,,osm,NM,+1-505-455-2288,http://fooddistribution.snappages.com/,food_bank,way/808222682
Food Distribution Center - Fellowship Baptist Church,"3851 East New York Street, Indianapolis, IN, 46201",39.7718981,-86.1001385,,osm,IN,,,food_bank,way/809361071
Chugiak Eagle River Food Pantry,,61.3367355,-149.5647523,,osm,,,,food_bank,way/810896663
Bois Forte Food Distrobution Center,,48.1124932,-93.094623,,osm,,,,food_bank,way/812954253
Batavia Food Pantry,,41.8468351,-88.3091926,,osm,,,,food_bank,way/813339332
Reidsville Soup Kitchen,"121 Arlington Street, Reidsville, NC, 27320",36.363148,-79.6666646,,osm,NC,,,soup_kitchen,way/813650038
Weld Food Bank Distribution Site,"220 Denver Avenue, Fort Lupton, CO, 80621",40.0820025,-104.81012,,osm,CO,,,food_bank,way/814440115
Fort Lupton Food and Clothing Bank,"421 Denver Avenue, Fort Lupton, CO, 80621",40.0838692,-104.8107966,,osm,CO,,,food_bank,way/814458765
Butler Community Food Pantry,,38.2589475,-94.3458058,,osm,,,,food_bank,way/815893171
Midwest Food Bank,"725 East Baseline Road, Gilbert, AZ, 85233",33.3782507,-111.8173789,,osm,AZ,,,food_bank,way/819579206
Food Bank of the Rio Grande Valley,"724 North Cage Boulevard, Pharr, TX, 78577",26.2014285,-98.181863,"Mo-Fr 08:30-11:30,13:30-17:30",osm,TX,+1-956-682-8101,,food_bank,way/822876009
The Salvation Army,"2211 South Hastings Way, Eau Claire, WI, 54701",44.7966738,-91.46249,,osm,WI,,,food_bank,way/829561947
Sister Helen's Food Pantry,"14 Ann Street, Lockport, NY, 14094",43.1737332,-78.6842899,,osm,NY,,,food_bank,way/830866817
Vermont Food Collaborative,"16 Campground Road, New Haven, VT, 05472",44.0868415,-73.1761281,We-Sa 10:00-17:00,osm,VT,,,food_bank,way/835530917
CommUnity Crisis Services and Food Bank,"1121 South Gilbert Court, Iowa City, IA, 52240",41.6479626,-91.5303075,"unknown || ""varies by day, usually 12:00-16:30""",osm,IA,+1-319-351-0128,https://www.jccrisiscenter.org/,food_bank,way/836223909
Verona United Methodist Church Food Pantry,"16 Neighbor Street, Verona, VA, 24482",38.2017498,-79.0101009,,osm,VA,,,food_bank,way/836329501
Food Distribution Center - Ticonderoga Food Pantry - First United Methodist Church,"1045 Wicker Street, Ticonderoga, NY, 12883",43.8510793,-73.4380561,,osm,NY,,,food_bank,way/836470133
St Leo Food Connection,"1323 South Yakima Avenue, Tacoma, WA, 98405",47.2497242,-122.4463104,,osm,WA,+1-253-383-5048,https://www.foodconnection.org/,food_bank,way/836918128
Little Food Pantry,"1695 Elkay Drive, Eugene, OR, 97404",44.0771576,-123.1371062,,osm,OR,,,food_bank,way/840357461
Jamil Niner Student Pantry,,35.3099508,-80.7239962,,osm,,,,food_bank,way/848165475
East Mesa Food Bank,,33.4013364,-111.633273,,osm,,,,food_bank,way/851183695
Maquoketa Community Cupboard,"902 West Platt Street, Maquoketa, IA, 52060",42.0692624,-90.6766956,,osm,IA,,,food_bank,way/854955195
Bread of the Mighty,"325 Northwest 10th Avenue, Gainesville, FL, 32601",29.6607138,-82.3285108,Mo-Fr 08:00-16:00,osm,FL,,,food_bank,way/859054351
Sonoma Family Meal Unity Kitchen,"17400 Sonoma Highway, Sonoma, CA, 95476",38.3194845,-122.4860795,08:00-21:00,osm,CA,+1-707-935-7450,,food_bank,way/859096191
Society of St Vincent de Paul - Food Distribution Center,"49 West Broadway Road, Mesa, AZ, 85210",33.4074533,-111.8336038,,osm,AZ,,,food_bank,way/859855103
Interfaith Assistance Ministry,,35.3362782,-82.4435594,,osm,,,,food_bank,way/863436269
Salaam Food Pantry,4080 Bay Street,37.5327255,-121.9610371,"""by appointment""",osm,,,,food_bank,way/863468673
North County Food Pantry,,48.0191124,-117.2954615,,osm,,,,food_bank,way/863646030
Rutland Community Cupboard,"65 River Street, Rutland, VT",43.6027866,-72.9785664,,osm,VT,,https://www.rutlandcommunitycupboard.org/,food_bank,way/865353372
All Faiths Food Bank,"8171 Blaikie Court, Sarasota, FL, 34240",27.3472832,-82.4020286,,osm,FL,,,food_bank,way/869273661
Daily Bread,,44.1024617,-123.0578737,,osm,,,,food_bank,way/872071931
Lincoln County,,33.9407634,-91.8464491,,osm,,,,food_bank,way/873360797
St James Lutheran Food Pantry,"710 North 9th Street, Lafayette, IN, 47904",40.4239813,-86.887113,,osm,IN,,,food_bank,way/874914679
Chewelah Food Bank,,48.2759973,-117.7133083,,osm,,,,food_bank,way/881154131
Loon Lake Food Bank & Resource Center,,48.0603987,-117.6219241,,osm,,,,food_bank,way/881513240
Ladies of Charity Food Pantry,"8823 Dayton Avenue, North Beach, MD, 20714",38.7035764,-76.5344794,Tu 12:00-14:00,osm,MD,+1 410 286 7086,https://stanthonycal.us/ladies-of-charity,food_bank,way/881679497
Life Spring Church Food Distribution,"210 North Webster Street, Spring Hill, KS, 66083",38.7453974,-94.8252987,,osm,KS,,,food_bank,way/882184547
Enfield Loaves and Fishes,"28 Prospect Street, Enfield, CT, 06082",41.9970213,-72.6016008,,osm,CT,+1 860 741 0226,https://enfieldloavesandfishes.org,food_bank,way/883853268
NorthKey Community Care,,38.6774973,-84.3339857,,osm,,,,food_bank,way/884561556
Bigfork Food Shelf,,47.7440235,-93.6548535,,osm,,,,food_bank,way/887361610
Cameron Food Pantry,"302 North Walnut Street, Cameron, MO, 64429",39.7413648,-94.2354811,,osm,MO,,,food_bank,way/890917602
Good Neighbor Alliance,,31.559374,-110.2916601,,osm,,,,soup_kitchen,way/891104785
Tree of Life Food Pantry;Turn Style,"23 South Street, Blue Hill, ME, 04614",44.406088,-68.5959554,,osm,ME,,,food_bank,way/891293560
Food Distribution Center - Sims House,"1010 West Capitol Street, Jackson, MS, 39203",32.3065646,-90.199895,,osm,MS,,,food_bank,way/893397205
George Pheasant Memorial Building,,47.3108119,-119.5547294,,osm,,,,food_bank,way/895802683
Friends of Assisi Food Pantry,"77 Water Street, Danielson, CT, 06239",41.8029626,-71.8857833,,osm,CT,+1 860 774 2310,https://www.facebook.com/friendsofassisi,food_bank,way/898048943
Forgotten Harvest,"21800 Greenfield Road, Oak Park, MI, 48237",42.4544241,-83.1999218,,osm,MI,,,food_bank,way/899251175
Immaculate Conception Food Pantry,"708 Third Street, Traverse City, MI, 49684",44.765243,-85.6350809,,osm,MI,,,food_bank,way/900846459
Blessing Box,,37.1492901,-94.442337,,osm,,,,food_bank,way/902495188
Community Kitchen,,33.3865415,-104.5213815,Mo-Fr 10:45-14:00; Sa-Su 12:30-13:00,osm,,,,food_bank,way/903320117
Community Service Center of Northern Champaign County,"520 East Wabash Avenue, Rantoul, IL, 61866",40.3065269,-88.151082,Mo-Fr 08:30-16:30,osm,IL,+1 217-893-1530,https://cscrantoul.org/,food_bank,way/904639335
Quakertown Food Pantry,"101 North 3rd Street, Quakertown, PA, 18951",40.4430208,-75.3368436,,osm,PA,,,food_bank,way/904642000
Saint Rose of Lima Food Pantry,"3737 Brinkman Street, Houston, TX",29.8209601,-95.416522,"We,Sa 09:00-11:00",osm,TX,,,food_bank,way/910119445
Helping Hand Pantry,"344 Blue Hills Avenue, Hartford, CT, 06112",41.7944753,-72.6965995,,osm,CT,+1 860 243 9787,https://www.rehobothcog.org/serve/,food_bank,way/913375392
Northeast Iowa Food Bank,"1605 Lafayette Street, Waterloo, IA, 50703",42.493567,-92.3217753,,osm,IA,,,food_bank,way/915576778
SBCC Food Pantry,,34.4055484,-119.6961671,,osm,,,,food_bank,way/920684000
Kettle Falls Community Chest and Food Bank,"472 Meyers Street, Kettle Falls, WA",48.6092303,-118.0566194,,osm,WA,,,food_bank,way/922758175
Colville Food Bank,"210 South Wynne Street, Colville, WA",48.5431216,-117.9077846,,osm,WA,,,food_bank,way/923007899
New Hope Community Center,"6915 East University Drive, Mesa, AZ, 85205",33.4220055,-111.6821192,,osm,AZ,,,food_bank,way/923995509
Libby Food Pantry,,48.3909153,-115.5577426,,osm,,,,food_bank,way/928632634
South Plains Food Bank Farm,,33.5259419,-101.8382451,,osm,,,,food_bank,way/928714385
Nourish Food Bank,,35.9844591,-86.5251982,Mo-Fr 10:00-14:00,osm,,,,food_bank,way/928911472
Northwest Arkansas Food Bank,"1378 June Self Drive, Springdale, AR, 72764",36.2235511,-94.1150981,,osm,AR,,,food_bank,way/929745925
Food Distribution Center - The Refuge,,46.8180785,-95.8344507,,osm,,,,food_bank,way/933021493
Reservoir Food Pantry,"4073 Route 28, Boiceville, NY, 12412",42.0062378,-74.2670275,,osm,NY,,https://www.reservoirfoodpantry.org,food_bank,way/936834187
The Salvation Army,"6010 West Northern Avenue, Glendale, AZ, 85301",33.5535278,-112.1898111,,osm,AZ,,,food_bank,way/936941393
Maranatha Ministries Food Pantry,"195 West Loudon Street, Chambersburg, PA",39.9359581,-77.6652553,,osm,PA,,https://maranathaministryinc.com/,food_bank,way/937112277
Salvation Army,"2727 Northeast Central Avenue, Minneapolis, 55418",45.0179794,-93.2468883,,osm,,,https://www.salvationarmyusa.org/mn/minneapolis/central-ave-ne-corps,food_bank,way/937933230
South Beach Food Bank,,46.8889535,-124.1064292,,osm,,,,food_bank,way/944955804
East Texas Food Bank,"3019 South Lake Drive, Texarkana, TX, 75501",33.4007095,-94.0792906,,osm,TX,+1-903-270-0182,https://www.easttexasfoodbank.org/texarkana/,food_bank,way/946754529
Community Outreach Center,,43.4949232,-112.0333796,,osm,,,,food_bank,way/947526598
Food Distribution Center,"1319 Magnolia Street, Texarkana, TX, 75501",33.4340895,-94.0441596,,osm,TX,,,food_bank,way/949219178
Social Apostolate of Savannah,"502 East Liberty Street, Savannah, GA, 31401",32.0735843,-81.0879922,,osm,GA,+1 912-233-1877,https://socialapostolate.org/,soup_kitchen,way/949856236
Boulevard Place Food Pantry,"4202 Boulevard Place, Indianapolis, IN, 46208",39.8323652,-86.1643963,,osm,IN,,,food_bank,way/951573544
Community Harvest Food Bank,,41.018232,-85.1225461,,osm,,,,food_bank,way/953052431
God's Food Pantry,OR,42.3239489,-122.8832455,,osm,OR,,,food_bank,way/953222666
United Food Wholesale,"65 South Forest Avenue, Indianapolis, IN, 46201",39.7662091,-86.1196407,,osm,IN,,,food_bank,way/954682167
Paleteria Vallarta,"2215 Distributors Drive, Indianapolis, IN, 46241",39.7353786,-86.2585111,,osm,IN,,,food_bank,way/955500121
Compassion Center,"2616 Shelby Street, Indianapolis, IN, 46203",39.7294935,-86.139837,,osm,IN,,,food_bank,way/958520837
Good Cheer Food Bank,"2812 Grimm Road, WA",48.0090674,-122.4600388,,osm,WA,,https://www.goodcheer.org/home/foodbank/,food_bank,way/959031241
Helping Hand,"109 East Clinton Avenue, Indianola, 50125",41.3631672,-93.5598435,,osm,,,,food_bank,node/962101713
San Geronimo Valley Community Center,"6350 Sir Francis Drake Boulevard, San Geronimo, CA, 94963",38.0165498,-122.6746334,,osm,CA,+1 415 488 8888,https://www.sgvcc.org/,food_bank,way/966871717
Newport Food Bank,310,48.1822484,-117.0430866,,osm,,,,food_bank,way/971519291
Hope Prison Ministries,"508 West Cumberland Street, Philadelphia, PA, 19133",39.9889524,-75.1414858,"Fr 12:00-14:00, Sa[2] 13:00-17:00",osm,PA,+1 215-393-7650,,food_bank,way/971698320
Iglesia Sol De Justicia,"901 West Lehigh Avenue, Philadelphia, PA, 19133",39.9931219,-75.1461533,"We 11:00-15:00, Th 13:00-16:00",osm,PA,+1 267-825-0318,,food_bank,way/971778826
Neighborhood Action Bureau,"2565 Germantown Avenue, Philadelphia, PA, 19133",39.9913645,-75.1480246,"Mo,We,Th 09:00-13:00",osm,PA,+1 215-350-4735,,food_bank,way/971786848
Moorish Science Temple of America,"2259 North 5th Street, Philadelphia, PA, 19133",39.9857118,-75.1414008,"Sa[2,3] 13:30-16:30",osm,PA,+1 215-939-3594,,food_bank,way/971941278
God's Bounty,"8946 Southeastern Avenue, Wanamaker, IN",39.703502,-86.0072806,Th 13:00-18:30,osm,IN,,https://godsbountyindy.com/,food_bank,way/972415785
Bethlehem House of Bread,"9055 Southwest Locust Street, Tigard, OR, 97223",45.4472935,-122.7700509,,osm,OR,,https://bethlehemhouseofbread.org/,food_bank,way/974065345
Glen Ed Pantry,"125 5th Avenue, Edwardsville, 62025",38.7929544,-89.9542821,,osm,,+1-618-656-7506,https://www.glenedpantry.org/home,food_bank,way/974165638
"Children's Mission, Inc.","2200 Germantown Avenue, Philadelphia, PA, 19133",39.9849812,-75.1444137,"Su 10:00-11:00 open ""Breakfast"", We 17:30-18:00 open ""Dinner"", Sa[2] 14:00-16:00",osm,PA,+1 215-236-9930,,food_bank,way/974370069
Temple Presbyterian Church,"1300 North 7th Street, Philadelphia, PA, 19122",39.9720097,-75.1482012,"We, Th 11:00-15:30",osm,PA,+1 215-232-9777,,food_bank,way/974612483
Milan Christian Food Pantry,,41.4514481,-90.5669318,,osm,,,,food_bank,way/975247363
Food Distribution Center Gatewood Baptist Church,,38.0088175,-81.060531,,osm,,,,food_bank,way/977437375
Claremont Soup Kitchen,,43.3747257,-72.3437437,,osm,,,,food_bank,way/980975765
Blacksburg Interfaith Food Pantry,,37.2370677,-80.4050399,Mo-Tu 16:00-17:30; We-Th 10:00-11:30; Fr-Su off,osm,,+1-540-951-8134,https://blacksburginterfaithfoodpantry.org/,food_bank,way/992925061
Food Distribution Center - Sacred Heart - Society of Saint Vincent de Paul,"590 East Safford Street, Tombstone, AZ, 85638",31.7143029,-110.0643128,,osm,AZ,,,food_bank,way/993691819
Cooperative Christian Ministry,,35.4446525,-80.602806,,osm,,,,food_bank,way/997288892
Saint Vincent de Paul of Hampton,"289 Lafayette Road, Hampton, NH, 03842",42.9354103,-70.8369254,"Mo-Tu 10:30-12:00, Th-Fr 10:30-12:00, Sa 09:00-10:30",osm,NH,+1 603-929-4427,https://svdphampton.com/,food_bank,way/1001266213
Bellingham Food Bank,"1824 Ellis Street, Bellingham, WA, 98225",48.7546422,-122.4717676,"Mo,We,Fr 10:00-18:00",osm,WA,+1-360-676-0392,https://www.bellinghamfoodbank.org/,food_bank,way/1005967188
Wauconda Island Lake Food Pantry,,42.278176,-88.1527483,,osm,,,,food_bank,way/1011159959
Helping Hands Food Bank,"9386 Fruitdale Road, Sedro-Woolley, 98284",48.507631,-122.2107773,Mo-Tu 12:00-15:00;Th 13:00-16:00;Fr 15:00-18:00,osm,,,,food_bank,way/1018278990
The Ford Centre,119 Atkins Avenue,40.2157937,-74.0208814,,osm,,,,food_bank,way/1019025778
Agape Center NRV,"1175 Cambria Street Northeast, Christiansburg, VA, 24073",37.1448246,-80.4059221,,osm,VA,,,food_bank,way/1022334571
New Horizons,"199 Manchester Street, Manchester, NH, 03103",42.9899981,-71.4586878,,osm,NH,,http://www.newhorizonsfornh.org/,food_bank,way/1023581697
Gleaners Community Food Bank Pontiac Distribution Center,"120 East Columbia Avenue, Pontiac, MI, 48340",42.669623,-83.2959129,,osm,MI,,,food_bank,way/1025663901
Caritas Outreach Ministries,"1228 West Nebraska Avenue, Spokane, WA",47.7091912,-117.4300379,,osm,WA,,,food_bank,way/1026870347
Forgotten Harvest,"3000 West 14 Mile Road, Royal Oak, MI, 48073",42.5338484,-83.1827847,,osm,MI,,,food_bank,way/1028376902
CARE Mission,"11093 Alexandria Pike, Alexandria, KY, 41001",38.8942493,-84.3831594,"Tu,Th 09:00-14:00, Sa [1,3] 09:00-12:00; PH off",osm,KY,+1-859-635-4500,https://www.caremission.net,food_bank,way/1030973278
Toppenish Community Chest Food and Clothing Bank,"4 North B Street, Toppenish, WA, 98948",46.3774255,-120.306405,,osm,WA,,,food_bank,way/1031390642
Twin Cities Christian Outreach Food Bank,,34.8455325,-95.5570047,,osm,,,,food_bank,way/1035902770
Alger Food Bank,"18731 Parkview Lane, Burlington, WA, 98233",48.6179667,-122.3409743,,osm,WA,,,food_bank,way/1039213021
Lighthouse Waterford Warehouse,"2230 Mall Drive East, Waterford Township, MI, 48328",42.6488097,-83.3318547,,osm,MI,,,food_bank,way/1039217149
Community Food Pantry,"297 Riff Avenue, Logan, OH, 43138",39.5443809,-82.4249504,,osm,OH,,,food_bank,way/1046260155
Curwensville Food Pantry,,40.9776957,-78.5300035,,osm,,,,food_bank,way/1051394981
Interfaith Food Bank,"12181 Airport Road, Jackson, CA, 95642",38.3758829,-120.7995506,,osm,CA,,,food_bank,way/1051848805
Second Harvest Food Bank,,40.2492043,-85.3701645,,osm,,,,food_bank,way/1052347411
Maple Heights Community Food Pantry,,41.4079423,-81.5604533,,osm,,,,food_bank,way/1052839459
Center for Hope Food Pantry,,40.4888904,-88.9673256,,osm,,,,food_bank,way/1053450743
Durant Nutrition Center,,33.9974504,-96.3930144,,osm,,,,food_bank,way/1057073119
Living Water United Church of Christ,"6250 Loretto Avenue, Philadelphia, PA, 19111",40.0390309,-75.0806489,,osm,PA,,,food_bank,way/1057758213
Faith In Action Outreach,"103 South Terry Street, Malakoff, TX, 75148",32.170342,-96.0124682,,osm,TX,,,food_bank,way/1058233445
God's Food Pantry,,35.9578762,-85.8069109,,osm,,,,food_bank,way/1058413240
Greene County Interfaith Volunteers,,35.4526461,-77.6894979,,osm,,,,food_bank,way/1059608246
Northwestern Food Pantry,"1 Robb & Powell Ave, Albion, PA, 16401",41.8903827,-80.3639938,,osm,PA,,,food_bank,way/1062485656
Ballard Food Bank,"1400 Northwest Leary Way, Seattle, WA, 98107",47.6639779,-122.3740045,"Mo 01:00-18:45; Tu,We 11:00-15:45; Th 01:00-18:45",osm,WA,,https://www.ballardfoodbank.org,food_bank,way/1065423883
Elk Garden School Ministries Food Bank,,36.9353292,-81.9675133,,osm,,,,food_bank,way/1065546532
Lancaster Vineyard Food Pantry and Outreach,"Lancaster, OH, 43130",39.7156247,-82.6107447,,osm,OH,,,food_bank,way/1068315185
New Braunfels Food Bank,"1620 South Seguin Avenue, New Braunfels, TX, 78130",29.6847268,-98.1084824,,osm,TX,,,food_bank,way/1077233054
Saint Philomene Food Bank,"2428 Bell Street, Sacramento, CA",38.6103855,-121.4092108,Tu 18:00-19:00,osm,CA,+1 916-481-6757,https://stphilomene.com,food_bank,node/1080839936
Harvest Regional Food Bank,"3120 East 19th Street, Texarkana, AR, 71854",33.4398922,-94.0089612,,osm,AR,+1-870-774-1398,https://harvestregionalfoodbank.org/,food_bank,way/1081214520
Sonshine House - Food Distribution Center,"912 Broad Street, Wichita Falls, TX, 76301",33.9059522,-98.4981873,,osm,TX,,,food_bank,way/1081638407
Community Help Center of Trousdale County,"120 East McMurry Boulevard, Hartsville, TN, 37074",36.3985342,-86.1612961,09:00-17:00,osm,TN,+1 615 374 2904,https://main.d3se6g0psutlcs.amplifyapp.com/,food_bank,way/1085214397
The Pax Center,"605 Washington Street, La Porte, IN, 46350",41.6136955,-86.7212883,"We,Th 12:00-13:30; Sa 09:00-10:30",osm,IN,,https://thepaxcenter.com/,food_bank,way/1085485282
Marion County Food Bank,"141 Alabama Avenue, Sequatchie, TN, 37374",35.1145077,-85.5953201,,osm,TN,,,food_bank,way/1090898722
Christ's Table,"28 South 6th Street, Zanesville, OH, 43701",39.9392548,-82.0049999,,osm,OH,+1 740-452-9766,https://christstable.org/,food_bank,way/1093096675
The Food Bank for Central & Northeast Missouri,"2101 Vandiver Drive, Columbia, MO, 65202",38.9722514,-92.3066125,,osm,MO,,,food_bank,way/1095687015
The Salvation Army,"3240 Monroe Street, La Porte, IN, 46350",41.5975233,-86.6851794,Mo-We 09:00-16:00; Th 09:00-17:00; Fr 09:00-16:00; Su 09:00-12:30; Sa off,osm,IN,+1 219-326-5342,https://centralusa.salvationarmy.org/laporte/,food_bank,way/1096731078
Parker Subaru Food Pantry,,47.7198474,-116.7875446,,osm,,,,food_bank,way/1098123300
All Saints Food Pantry,,29.7901472,-95.3955434,,osm,,,,food_bank,way/1102248021
Heartland Hunger Resource Center Community Food Bank,"556 Deinhard Lane, McCall, ID, 83638",44.8968239,-116.0894739,,osm,ID,,,food_bank,way/1102681122
Desert Manna Food Pantry,"590 North 96th Street, Mesa, AZ, 85207",33.4251543,-111.6245217,,osm,AZ,,,food_bank,way/1102878557
Chico Gleaners,"1436 Nord Avenue, Chico, CA, 95926",39.7349705,-121.8646482,,osm,CA,,,food_bank,way/1106265370
Gleaners Community Food Bank Livingston Distribution Center,"5924 Sterling Drive, Howell, MI, 48843",42.5688411,-83.8372416,,osm,MI,,,food_bank,way/1109605560
North Liberty Food Pantry,"89 North Jones Boulevard, North Liberty, IA, 52317",41.7485986,-91.6183103,,osm,IA,,,food_bank,way/1111119186
Real Life Center,,33.4524491,-84.586132,,osm,,,,food_bank,way/1111512411
Andover Food Pantry,"39 Elm Street, Andover, ME, 04216",44.6363692,-70.7490972,,osm,ME,,,food_bank,way/1112776253
Somerton Interfaith Food Pantry,"510 Somerton Avenue, Philadelphia, PA, 19116",40.1225412,-75.019087,Mo 09:30-12:00; We 09:30-12:00; Fr 09:30-12:00,osm,PA,+1 215 673 1117,,food_bank,way/1113326503
Clemmons Food Pantry,"2660 Neudorf Road, Clemmons, NC, 27012",36.0242819,-80.3844157,,osm,NC,,https://clemmonsfoodpantry.org/,food_bank,way/1116075187
Soup Kitchen of Greater Wheeling,,40.0636073,-80.71934,,osm,,,,food_bank,way/1119079245
His House,,35.25285,-91.7282849,,osm,,,,food_bank,way/1123686195
Mission Ministries - Food Distribution Center,"352 West Main Street, Waverly, VA, 23890",37.0359092,-77.0964489,,osm,VA,+18047327548,,food_bank,way/1124016144
We Care Center,,36.050358,-80.2243792,,osm,,,,food_bank,way/1124335018
Bountiful Food Pantry,"480 East 150 North, Bountiful, UT, 84010",40.8906399,-111.8698051,"Mo-Th 11:00-13:00,18:00-20:00; Fr 18:00-20:00; Sa 10:00-12:00",osm,UT,+1 801-299-8464,https://bountifulfoodpantry.org/,food_bank,way/1125440360
Pearland Neighborhood Center,,29.5643526,-95.2881099,,osm,,,,food_bank,way/1125703404
Samaritan House,"1211 West Hudson Road, Rogers, AR, 72756",36.3567297,-94.1312238,,osm,AR,,,food_bank,node/1127494220
Philadelphia Church International,"5541 Baltimore Avenue, Philadelphia, PA, 19143",39.9472258,-75.2348884,Tu 12:00-17:00;Th-Fr 12:00-17:00,osm,PA,+1 215 476 3109,,food_bank,way/1131534638
People Helping People,"6010 Cedar Avenue, Philadelphia, PA, 19143",39.9523071,-75.2432837,Mo-Fr 09:00-05:00,osm,PA,+1 267-290-9729,,food_bank,way/1131767305
Sahuarita Food Bank,"17750 South La Cañada Drive, Sahuarita, AZ, 85629",31.9276664,-110.9957127,,osm,AZ,,,food_bank,way/1131908981
Liberty Baptist Church Beanery,"5944 Larchwood Avenue, Philadelphia, PA, 19143",39.9537272,-75.2419633,Mo 10:30-01:00,osm,PA,+1 215-748-2363,,food_bank,way/1132166293
Christ of Calvary Covenant,"500 South 61st Street, Philadelphia, PA, 19143",39.9540805,-75.2446891,"We,Sa 12:00-02:00",osm,PA,+1 215-472-5548,,food_bank,way/1132263615
Allen AME Church,"5901 Larchwood Avenue, Philadelphia, PA, 19143",39.9539459,-75.2406701,Mo-Th 10:00-12:00,osm,PA,+1 215-476-6347,,food_bank,way/1132264656
Word of Life Healing Ministry,"315 South 60th Street, Philadelphia, PA, 19139",39.9559705,-75.2417715,Sa 10:00-12:00,osm,PA,,,food_bank,way/1132278625
59th Street Baptist Church,"5901 Spruce Street, Philadelphia, PA, 19139",39.956578,-75.2400383,"Th[1,2] 09:30-11:45",osm,PA,+1-215-472-7532,,food_bank,way/1132762422
New Birthing Worship Center,"5949 Spruce Street, Philadelphia, PA, 19139",39.9567485,-75.241392,Tu-Fr 10:00-14:00,osm,PA,+1 215-476-3605,,food_bank,way/1132762445
Korean Senior Citizens,"6101 Rising Sun Avenue, Philadelphia, PA, 19111",40.0462316,-75.099051,Sa 10:00-11:00,osm,PA,+1 215 698 2548,,food_bank,way/1133454167
New Creation in Christ Church of the Way,"417 South 56th Street, Philadelphia, PA, 19143",39.9540434,-75.2340621,We 11:00-13:00; May-Sep off,osm,PA,+1 215 471 1239,,food_bank,way/1133585995
"Bundy House, Inc.","5702 Walnut Street, Philadelphia, PA, 19139",39.9580509,-75.2357594,Tu 01:00-03:00; Fr 04:00-06:00,osm,PA,+1 215-662-0607,,food_bank,way/1136308726
Gateway Food Pantry,"2024 Key West Drive, Arnold, MO, 63010",38.4406633,-90.3856547,"Mo-Fr 08:00-13:00; Sa,Su 08:00-10:00",osm,MO,+16362873663,https://www.gatewayfoodpantry.org,food_bank,way/1136340639
Monumental Baptist Church,"241 South 50th Street, Philadelphia, PA",39.954996,-75.2215828,We 12:00-13:00,osm,PA,+1 215-747-1414,,food_bank,way/1136533795
Sanctuary Church of the Open Door,"5923 Walnut Street, Philadelphia, PA, 19139",39.9591286,-75.2406191,Sa 09:00-12:00,osm,PA,+1 215-748-6510,,food_bank,way/1136817186
Advocate St. Stephens United Methodist Church,"5213 Germantown Avenue, Philadelphia, PA, 19144",40.031559,-75.1664341,Tu 09:00-12:00,osm,PA,+1-215-438-6384,https://www.umc.org/,food_bank,way/1136982079
Saint Joseph Food Pantry,,42.782157,-71.2336653,,osm,,,,food_bank,node/1138630368
Stepping Stones of Dunn County,"1602 Stout Road, Menomonie, WI, 54751",44.8795901,-91.9104361,,osm,WI,,,food_bank,way/1140605594
Whispering Pines Senior Meal Site,"6 Lark Road, Whispering Pines, NM, 87059",34.9367361,-106.2943982,,osm,NM,,,food_bank,way/1148488084
Rathdrum Food Bank,,47.8116171,-116.8964345,,osm,,,,food_bank,way/1148905547
FISH Community Food Bank,"804 Elmview Road, Ellensburg, WA, 98926",47.0271962,-120.5374765,Mo-Th 13:30-16:00; Fr 09:00-11:30,osm,WA,+1-509-925-5990,https://kvfish.org,food_bank,way/1152059808
Middleton Food Pantry,"104 East 1st Street, Middleton, ID, 83644",43.707603,-116.6191656,We 10:00-12:00; Sa 10:30-12:30,osm,ID,,https://healthandwelfare.idaho.gov/food-banks-food-sites-and-food-pantries/middleton-food-pantry,food_bank,way/1153084555
Food Bank of Delaware,"1040 Mattlind Way, Milford, DE, 19963",38.9282628,-75.4459359,,osm,DE,,,food_bank,way/1155761237
